0 100 9 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1
31 113 10 32 1 33 1 34 1 35 1 36 1 37 1 38 1 39 1 13 2 30 1
32 123 10 33 1 34 1 35 1 36 1 37 1 38 1 39 1 23 2 30 1 31 1
33 133 9 32 1 34 1 35 1 36 1 37 1 38 1 39 1 30 1 31 1
34 143 10 32 1 33 1 35 1 36 1 37 1 38 1 39 1 43 2 30 1 31 1
35 153 10 32 1 33 1 34 1 36 1 37 1 38 1 39 1 53 2 30 1 31 1
36 163 10 32 1 33 1 34 1 35 1 37 1 38 1 39 1 63 2 30 1 31 1
37 173 10 32 1 33 1 34 1 35 1 36 1 38 1 39 1 73 2 30 1 31 1
38 183 10 32 1 33 1 34 1 35 1 36 1 37 1 39 1 83 2 30 1 31 1
39 193 10 32 1 33 1 34 1 35 1 36 1 37 1 38 1 93 2 30 1 31 1
40 104 10 4 2 41 1 42 1 43 1 44 1 45 1 46 1 47 1 48 1 49 1
41 114 10 40 1 42 1 43 1 44 1 45 1 46 1 47 1 48 1 49 1 14 2
42 124 10 40 1 41 1 43 1 44 1 45 1 46 1 47 1 48 1 49 1 24 2
43 134 10 34 2 40 1 41 1 42 1 44 1 45 1 46 1 47 1 48 1 49 1
44 144 9 40 1 41 1 42 1 43 1 45 1 46 1 47 1 48 1 49 1
45 154 10 40 1 41 1 42 1 43 1 44 1 46 1 47 1 48 1 49 1 54 2
46 164 10 64 2 40 1 41 1 42 1 43 1 44 1 45 1 47 1 48 1 49 1
47 174 10 40 1 41 1 42 1 43 1 44 1 45 1 46 1 74 2 48 1 49 1
48 184 10 40 1 41 1 42 1 43 1 44 1 45 1 46 1 47 1 49 1 84 2
49 194 10 40 1 41 1 42 1 43 1 44 1 45 1 46 1 47 1 48 1 94 2
50 105 10 5 2 51 1 52 1 53 1 54 1 55 1 56 1 57 1 58 1 59 1
51 115 10 15 2 50 1 52 1 53 1 54 1 55 1 56 1 57 1 58 1 59 1
52 125 10 50 1 51 1 53 1 54 1 55 1 56 1 57 1 58 1 59 1 25 2
53 135 10 35 2 50 1 51 1 52 1 54 1 55 1 56 1 57 1 58 1 59 1
54 145 10 45 2 50 1 51 1 52 1 53 1 55 1 56 1 57 1 58 1 59 1
55 155 9 50 1 51 1 52 1 53 1 54 1 56 1 57 1 58 1 59 1
56 165 10 65 2 50 1 51 1 52 1 53 1 54 1 55 1 57 1 58 1 59 1
57 175 10 75 2 50 1 51 1 52 1 53 1 54 1 55 1 56 1 58 1 59 1
58 185 10 50 1 51 1 52 1 53 1 54 1 55 1 56 1 57 1 85 2 59 1
59 195 10 50 1 51 1 52 1 53 1 54 1 55 1 56 1 57 1 58 1 95 2
60 106 10 64 1 65 1 66 1 67 1 68 1 69 1 6 2 61 1 62 1 63 1
61 116 10 64 1 65 1 66 1 67 1 68 1 69 1 16 2 60 1 62 1 63 1
62 126 10 64 1 65 1 66 1 67 1 68 1 69 1 26 2 60 1 61 1 63 1
63 136 10 64 1 65 1 66 1 67 1 68 1 69 1 36 2 60 1 61 1 62 1
64 146 10 65 1 66 1 67 1 68 1 69 1 46 2 60 1 61 1 62 1 63 1
65 156 10 64 1 66 1 67 1 68 1 69 1 56 2 60 1 61 1 62 1 63 1
66 166 9 64 1 65 1 67 1 68 1 69 1 60 1 61 1 62 1 63 1
67 176 10 64 1 65 1 66 1 68 1 69 1 76 2 60 1 61 1 62 1 63 1
68 186 10 64 1 65 1 66 1 67 1 69 1 86 2 60 1 61 1 62 1 63 1
69 196 10 64 1 65 1 66 1 67 1 68 1 96 2 60 1 61 1 62 1 63 1
70 107 10 71 1 72 1 73 1 74 1 75 1 76 1 77 1 78 1 79 1 7 2
71 117 10 70 1 72 1 73 1 74 1 75 1 76 1 77 1 78 1 79 1 17 2
72 127 10 70 1 71 1 73 1 74 1 75 1 76 1 77 1 78 1 79 1 27 2
73 137 10 37 2 70 1 71 1 72 1 74 1 75 1 76 1 77 1 78 1 79 1
74 147 10 70 1 71 1 72 1 73 1 75 1 76 1 77 1 78 1 79 1 47 2
75 157 10 70 1 71 1 72 1 73 1 74 1 76 1 77 1 78 1 79 1 57 2
76 167 10 67 2 70 1 71 1 72 1 73 1 74 1 75 1 77 1 78 1 79 1
77 177 9 70 1 71 1 72 1 73 1 74 1 75 1 76 1 78 1 79 1
78 187 10 70 1 71 1 72 1 73 1 74 1 75 1 76 1 77 1 79 1 87 2
79 197 10 97 2 70 1 71 1 72 1 73 1 74 1 75 1 76 1 77 1 78 1
80 108 10 8 2 81 1 82 1 83 1 84 1 85 1 86 1 87 1 88 1 89 1
81 118 10 80 1 82 1 83 1 84 1 85 1 86 1 87 1 88 1 89 1 18 2
82 128 10 80 1 81 1 83 1 84 1 85 1 86 1 87 1 88 1 89 1 28 2
83 138 10 38 2 80 1 81 1 82 1 84 1 85 1 86 1 87 1 88 1 89 1
84 148 10 80 1 81 1 82 1 83 1 48 2 85 1 86 1 87 1 88 1 89 1
85 158 10 80 1 81 1 82 1 83 1 84 1 86 1 87 1 88 1 89 1 58 2
86 168 10 68 2 80 1 81 1 82 1 83 1 84 1 85 1 87 1 88 1 89 1
87 178 10 78 2 80 1 81 1 82 1 83 1 84 1 85 1 86 1 88 1 89 1
88 188 9 80 1 81 1 82 1 83 1 84 1 85 1 86 1 87 1 89 1
89 198 10 98 2 80 1 81 1 82 1 83 1 84 1 85 1 86 1 87 1 88 1
90 109 10 96 1 97 1 98 1 99 1 9 2 91 1 92 1 93 1 94 1 95 1
91 119 10 96 1 97 1 98 1 99 1 19 2 90 1 92 1 93 1 94 1 95 1
92 129 10 96 1 97 1 98 1 99 1 29 2 90 1 91 1 93 1 94 1 95 1
93 139 10 96 1 97 1 98 1 99 1 39 2 90 1 91 1 92 1 94 1 95 1
94 149 10 96 1 97 1 98 1 99 1 49 2 90 1 91 1 92 1 93 1 95 1
95 159 10 96 1 97 1 98 1 99 1 59 2 90 1 91 1 92 1 93 1 94 1
96 169 10 97 1 98 1 99 1 69 2 90 1 91 1 92 1 93 1 94 1 95 1
97 179 10 96 1 98 1 99 1 79 2 90 1 91 1 92 1 93 1 94 1 95 1
98 189 10 96 1 97 1 99 1 89 2 90 1 91 1 92 1 93 1 94 1 95 1
99 199 9 96 1 97 1 98 1 90 1 91 1 92 1 93 1 94 1 95 1
